date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:02:12	34851/34851	---MC-	200	added ('OK')	text/html	date:Sat,%2023%20Dec%202023%2012:32:12%20GMT	https://iceico.in/else_here.php	C:/My%20Web%20Sites/website/iceico.in/else_here.html	(from https://iceico.in/)
18:02:12	42128/42128	---MC-	200	added ('OK')	text/html	date:Sat,%2023%20Dec%202023%2012:32:12%20GMT	https://iceico.in/contact_us.php	C:/My%20Web%20Sites/website/iceico.in/contact_us.html	(from https://iceico.in/)
18:02:13	378453/378453	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2016:16:48%20GMT	https://iceico.in/assets/img/Group55.png	C:/My%20Web%20Sites/website/iceico.in/assets/img/Group55.png	(from https://iceico.in/)
18:02:13	236/236	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Mar%202023%2016:16:50%20GMT	https://iceico.in/assets/img/title-underline.jpg	C:/My%20Web%20Sites/website/iceico.in/assets/img/title-underline.jpg	(from https://iceico.in/)
18:02:14	3073/3073	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2016:16:44%20GMT	https://iceico.in/assets/img/01.png	C:/My%20Web%20Sites/website/iceico.in/assets/img/01.png	(from https://iceico.in/)
18:02:14	3114089/3114089	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2016:16:44%20GMT	https://iceico.in/assets/img/[CITYPNG%202.png	C:/My%20Web%20Sites/website/iceico.in/assets/img/[CITYPNG%202.png	(from https://iceico.in/)
18:02:14	2698/2698	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2016:16:48%20GMT	https://iceico.in/assets/img/logo1.png	C:/My%20Web%20Sites/website/iceico.in/assets/img/logo1.png	(from https://iceico.in/)
18:02:14	1405/1405	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2016:16:48%20GMT	https://iceico.in/assets/img/logo2.png	C:/My%20Web%20Sites/website/iceico.in/assets/img/logo2.png	(from https://iceico.in/)
18:02:14	4537/4537	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2016:16:44%20GMT	https://iceico.in/assets/img/02.png	C:/My%20Web%20Sites/website/iceico.in/assets/img/02.png	(from https://iceico.in/)
18:02:14	5198/5198	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2016:16:44%20GMT	https://iceico.in/assets/img/03.png	C:/My%20Web%20Sites/website/iceico.in/assets/img/03.png	(from https://iceico.in/)
18:02:15	1387/1387	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2016:16:48%20GMT	https://iceico.in/assets/img/logo3.png	C:/My%20Web%20Sites/website/iceico.in/assets/img/logo3.png	(from https://iceico.in/)
18:02:15	40994/40994	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Mar%202023%2016:16:46%20GMT	https://iceico.in/assets/img/FintechBanking.jpg	C:/My%20Web%20Sites/website/iceico.in/assets/img/FintechBanking.jpg	(from https://iceico.in/)
18:02:15	47246/47246	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Mar%202023%2016:16:50%20GMT	https://iceico.in/assets/img/Tech%20and%20Banking.jpg	C:/My%20Web%20Sites/website/iceico.in/assets/img/Tech%20and%20Banking.jpg	(from https://iceico.in/)
18:02:15	26554/26554	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Mar%202023%2016:16:50%20GMT	https://iceico.in/assets/img/trends%20in%20digital%20lending.jpg	C:/My%20Web%20Sites/website/iceico.in/assets/img/trends%20in%20digital%20lending.jpg	(from https://iceico.in/)
18:02:15	38182/38182	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Mar%202023%2016:16:46%20GMT	https://iceico.in/assets/img/Blockchain%20in%20tracing%20organic%20cotton_Nagarro.jpg	C:/My%20Web%20Sites/website/iceico.in/assets/img/Blockchain%20in%20tracing%20organic%20cotton_Nagarro.jpg	(from https://iceico.in/)
18:02:16	50840/50840	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Mar%202023%2016:16:46%20GMT	https://iceico.in/assets/img/Fintech%20blog-Banner.jpg	C:/My%20Web%20Sites/website/iceico.in/assets/img/Fintech%20blog-Banner.jpg	(from https://iceico.in/)
18:02:16	33422/33422	---MC-	200	added ('OK')	text/html	date:Sat,%2023%20Dec%202023%2012:32:16%20GMT	https://iceico.in/blog.php	C:/My%20Web%20Sites/website/iceico.in/blog.html	(from https://iceico.in/)
18:02:16	398831/398831	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2016:16:46%20GMT	https://iceico.in/assets/img/consensus_tile.png	C:/My%20Web%20Sites/website/iceico.in/assets/img/consensus_tile.png	(from https://iceico.in/)
18:02:16	14690/14690	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Feb%202023%2015:04:03%20GMT	https://iceico.in/assets/vendor/aos/aos.js	C:/My%20Web%20Sites/website/iceico.in/assets/vendor/aos/aos.js	(from https://iceico.in/)
18:02:16	78129/78129	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Feb%202023%2015:04:04%20GMT	https://iceico.in/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/website/iceico.in/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://iceico.in/)
18:02:17	56222/56222	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Feb%202023%2015:04:05%20GMT	https://iceico.in/assets/vendor/glightbox/js/glightbox.min.js	C:/My%20Web%20Sites/website/iceico.in/assets/vendor/glightbox/js/glightbox.min.js	(from https://iceico.in/)
18:02:17	35445/35445	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Feb%202023%2015:04:05%20GMT	https://iceico.in/assets/vendor/isotope-layout/isotope.pkgd.min.js	C:/My%20Web%20Sites/website/iceico.in/assets/vendor/isotope-layout/isotope.pkgd.min.js	(from https://iceico.in/)
